name,hp,attack,defense,sp_attack,sp_defense,speed,generation,rarity,is_legendary,set_name,price_usd,type
Natu EX,189,78,75,88,139,132,4,Rare Holo GX,True,Mysterious Treasures,28.02,Psychic
Graveler,56,64,57,65,44,66,5,Uncommon,False,XY Base,0.48,Rock
Electabuzz,71,38,57,49,43,45,5,Uncommon,False,Flashfire,0.85,Electric
Shiinotic,90,43,49,52,52,61,1,Uncommon,False,Base Set,0.33,Fairy
Krokorok,76,48,52,40,34,68,6,Uncommon,False,Ultra Prism,0.42,Dark
Zekrom,193,66,106,56,81,66,3,Rare Holo EX,True,Dragon,47.02,Electric
Pelipper,57,39,64,60,52,51,8,Uncommon,False,Paradox Rift,0.54,Flying
Electrike,72,37,64,43,54,44,3,Uncommon,False,Sandstorm,1.1,Electric
Entei,208,143,97,83,103,104,7,Rare Ultra,True,Battle Styles,110.58,Fire
Eevee,185,98,85,77,91,94,8,Rare Holo EX,True,151,83.54,Normal
Mandibuzz,72,44,61,62,70,50,4,Uncommon,False,Legends Awakened,0.41,Dark
Lotad,60,43,59,65,45,49,6,Uncommon,False,Guardians Rising,0.94,Grass
Dewgong,67,72,45,52,62,63,4,Uncommon,False,Secret Wonders,0.77,Ice
Omastar,93,70,67,73,39,75,6,Rare,False,Burning Shadows,3.41,Rock
Heliolisk,51,21,63,16,45,33,1,Common,False,Base Set 2,0.09,Electric
Regirock,45,51,65,55,22,29,8,Common,False,Paldean Fates,0.2,Rock
Jigglypuff,33,31,24,40,48,49,2,Common,False,Skyridge,0.22,Normal
Skuntank,87,48,79,60,86,77,5,Rare,False,Roaring Skies,0.97,Poison
Mienfoo,59,54,72,67,40,64,6,Uncommon,False,Sun & Moon,0.58,Fighting
Throh GX,55,34,67,50,27,43,7,Common,True,Rebel Clash,0.39,Fighting
Celebi,82,46,42,53,81,67,1,Uncommon,False,Neo Genesis,0.81,Psychic
Treecko,43,49,63,53,35,51,9,Common,False,Twilight Masquerade,0.32,Grass
Electrike,104,44,78,43,73,54,4,Rare,False,Diamond & Pearl,1.12,Electric
Magnemite,96,43,90,56,57,65,7,Rare Holo,False,Battle Styles,5.81,Electric
Alolan Sandshrew,49,59,40,59,48,40,2,Common,False,Legendary Collection,0.11,Ice
Registeel,66,58,40,63,49,69,2,Common,False,Skyridge,0.52,Steel
Golduck,59,34,55,74,35,65,3,Common,False,EX FireRed & LeafGreen,0.51,Water
Spheal,53,40,39,57,17,57,9,Common,False,Shrouded Fable,0.21,Water
Dedenne,45,38,51,52,47,42,1,Uncommon,False,Team Rocket,0.28,Electric
Talonflame,60,71,54,60,54,36,4,Uncommon,False,Majestic Dawn,0.7,Fire
Jolteon,98,53,81,52,67,42,1,Rare,False,Team Rocket,1.19,Electric
Growlithe,30,61,36,19,35,41,5,Common,False,Phantom Forces,0.16,Fire
Ursaring GX,40,27,58,64,57,33,5,Common,True,Primal Clash,1.77,Normal
Gothita,74,44,42,53,93,64,4,Uncommon,False,Majestic Dawn,0.8,Psychic
Quilladin,48,47,45,69,50,39,1,Uncommon,False,Neo Discovery,0.3,Grass
Fletchinder EX,65,80,57,43,75,55,7,Rare,True,Battle Styles,3.73,Fire
Pachirisu,73,41,65,47,61,50,3,Uncommon,False,EX FireRed & LeafGreen,0.3,Electric
Pidgeotto,41,57,54,45,59,51,5,Common,False,XY Base,0.15,Normal
Ariados,52,40,41,37,39,54,6,Common,False,Sun & Moon,0.23,Bug
Ariados,93,39,80,60,65,72,8,Rare,False,Obsidian Flames,1.69,Bug
Diglett GX,106,80,98,75,64,93,8,Rare Holo,True,Scarlet & Violet,18.35,Ground
Goodra,47,46,60,61,51,51,1,Common,False,Fossil,0.39,Dragon
Cacnea V,91,61,96,82,96,58,9,Rare Holo,True,Shrouded Fable,9.42,Grass
Magmar,81,47,55,40,60,48,2,Uncommon,False,Legendary Collection,0.28,Fire
Piplup EX,87,51,65,69,60,77,3,Rare,True,Team Magma vs Team Aqua,4.09,Water
Kirlia,173,75,76,79,128,125,7,Rare Holo EX,True,Sword & Shield,76.65,Psychic
Pidgey,90,44,66,38,47,58,8,Uncommon,False,Paldean Fates,0.49,Flying
Togepi EX,95,72,40,64,66,77,4,Uncommon,True,Great Encounters,0.49,Fairy
Incineroar,98,88,59,40,76,27,6,Rare,False,Burning Shadows,1.73,Fire
Vanillish,47,64,56,63,61,56,7,Uncommon,True,Battle Styles,2.57,Ice
Celebi,89,58,55,74,107,108,8,Rare Holo,False,Paldea Evolved,8.13,Psychic
Psyduck,57,47,42,51,35,57,4,Common,False,Mysterious Treasures,0.31,Water
Roselia,80,49,44,63,57,37,7,Uncommon,False,Vivid Voltage,0.5,Grass
Rapidash,65,77,52,39,47,50,1,Uncommon,False,Base Set 2,0.86,Fire
Drowzee,84,32,41,55,79,72,5,Uncommon,False,XY Base,0.52,Psychic
Hoothoot,43,55,45,74,47,45,7,Uncommon,False,Sword & Shield,0.16,Normal
Litwick,64,37,34,28,53,43,1,Common,False,Team Rocket,0.64,Ghost
Meditite,116,77,114,73,60,74,7,Rare Holo,False,Battle Styles,11.22,Fighting
Sceptile GX,46,38,30,41,47,51,3,Common,True,EX Emerald,0.98,Grass
Armaldo,58,44,64,61,38,39,1,Uncommon,False,Jungle,0.54,Bug
Blitzle,90,63,78,39,74,61,2,Rare,False,Aquapolis,4.67,Electric
Drifblim,95,31,36,42,66,51,6,Uncommon,False,Sun & Moon,0.71,Ghost
Xatu,66,34,39,76,89,84,1,Rare,False,Base Set 2,2.51,Psychic
Blissey,180,95,99,94,110,119,1,Rare Ultra,True,Jungle,130.15,Normal
Drowzee,86,35,56,58,100,69,3,Uncommon,False,EX Emerald,0.76,Psychic
Vileplume,80,47,53,57,64,60,7,Uncommon,True,Darkness Ablaze,0.73,Poison
Fraxure,79,67,84,76,79,64,6,Rare,False,Crimson Invasion,3.15,Dragon
Piplup GX,99,68,74,83,53,104,3,Rare,True,Sandstorm,2.44,Water
Rayquaza,62,67,53,40,72,52,5,Uncommon,False,Flashfire,0.44,Dragon
Haunter,73,47,34,49,56,59,2,Uncommon,False,Expedition,0.39,Ghost
Jynx,67,46,34,55,92,69,5,Uncommon,False,XY Base,0.37,Psychic
Barboach,60,60,62,42,66,76,4,Uncommon,False,Great Encounters,0.28,Ground
Togetic V,55,42,43,41,56,27,1,Common,True,Gym Heroes,0.47,Flying
Shuppet,83,52,52,63,83,72,3,Rare,False,Ruby & Sapphire,4.86,Ghost
Buizel,41,34,67,67,44,58,6,Common,False,Guardians Rising,0.51,Water
Croconaw,52,41,23,57,28,60,5,Common,False,Furious Fists,0.93,Water
Heliolisk V,56,49,53,28,50,23,1,Common,True,Team Rocket,0.75,Electric
Floatzel GX,196,86,89,100,88,112,3,Rare Holo EX,True,EX Emerald,32.74,Water
Hoothoot,91,63,69,64,73,66,6,Rare,False,Sun & Moon,3.15,Normal
Ninetales,57,68,37,49,50,50,7,Common,False,Chilling Reign,0.2,Fire
Incineroar,81,78,42,37,44,44,3,Uncommon,False,Dragon,0.27,Fire
Shiinotic,70,50,53,53,70,72,4,Uncommon,False,Secret Wonders,0.41,Fairy
Krookodile,61,66,64,61,52,70,1,Uncommon,False,Jungle,0.26,Dark
Cofagrigus EX,64,43,30,39,68,43,3,Common,True,Dragon,0.8,Ghost
Pineco,82,70,96,62,58,66,2,Rare Holo,False,Neo Revelation,4.73,Bug
Lombre,48,46,41,60,67,47,4,Uncommon,False,Majestic Dawn,0.39,Grass
Wingull,30,37,52,38,40,37,1,Common,False,Fossil,0.29,Flying
Drowzee,65,56,29,51,69,72,1,Uncommon,False,Jungle,0.76,Psychic
Gigalith EX,63,44,45,59,25,47,2,Common,True,Legendary Collection,0.97,Rock
Heracross,79,18,46,40,32,37,1,Common,False,Base Set 2,0.09,Bug
Boltund,74,40,46,22,64,42,4,Common,False,Majestic Dawn,0.25,Electric
Mr. Mime,88,65,65,86,94,84,1,Rare Holo,False,Base Set,6.08,Psychic
Bayleef,72,67,41,87,86,64,1,Rare,False,Fossil,1.34,Grass
Aromatisse EX,90,39,30,42,67,60,3,Common,True,Dragon,0.54,Fairy
Slurpuff,98,79,60,82,66,91,1,Rare Holo,False,Jungle,11.85,Fairy
Vaporeon,61,48,51,74,18,54,1,Common,True,Gym Heroes,0.9,Water
Geodude,57,22,76,28,48,45,3,Common,False,EX Emerald,0.14,Ground
Cyndaquil,106,84,61,46,87,68,6,Rare Holo,False,Burning Shadows,3.42,Fire
Sunflora,199,80,99,93,101,104,1,Rare Holo GX,True,Gym Heroes,26.09,Grass
Glalie,43,49,44,50,34,43,8,Common,False,Paradox Rift,0.19,Ice
Floatzel,90,74,43,65,42,70,6,Uncommon,False,Burning Shadows,0.45,Water
Pawniard,94,56,57,74,53,100,4,Rare,False,Secret Wonders,0.95,Steel
Pikachu V,60,55,54,36,48,43,6,Uncommon,True,Sun & Moon,1.1,Electric
Lumineon V,30,38,22,56,51,57,1,Common,True,Fossil,0.4,Water
Houndoom,40,54,36,38,37,43,3,Common,False,EX Emerald,0.29,Fire
Klefki,95,72,58,67,91,80,7,Rare Holo,False,Rebel Clash,17.72,Fairy
Chikorita,55,38,28,54,59,39,4,Common,False,Mysterious Treasures,0.21,Grass
Tapu Koko,30,52,39,44,64,64,4,Common,False,Diamond & Pearl,0.19,Fairy
Aromatisse,74,65,48,76,100,82,7,Rare,False,Vivid Voltage,1.15,Fairy
Zekrom,161,84,101,67,94,81,2,Rare Holo EX,True,Neo Destiny,141.54,Electric
Pupitar,200,103,114,119,67,105,4,Rare Holo GX,True,Great Encounters,45.96,Rock
Yamper,57,31,52,31,34,35,5,Common,False,Roaring Skies,0.35,Electric
Illumise,92,54,48,52,52,57,4,Uncommon,False,Legends Awakened,0.34,Bug
Sableye,85,52,50,31,55,64,2,Common,False,Neo Destiny,0.29,Dark
Xatu,102,62,89,59,76,58,4,Rare Holo,False,Mysterious Treasures,6.91,Flying
Drowzee,59,44,35,29,56,55,4,Common,False,Great Encounters,0.31,Psychic
Giratina,81,50,75,51,67,65,1,Uncommon,False,Gym Heroes,0.33,Dragon
Timburr,56,31,53,39,29,54,6,Common,False,Crimson Invasion,0.39,Fighting
Meditite,80,44,35,47,86,68,1,Uncommon,False,Fossil,0.52,Psychic
Cyndaquil,34,55,42,31,44,45,6,Common,False,Sun & Moon,0.31,Fire
Chandelure,108,40,77,55,75,78,5,Rare,False,Furious Fists,1.88,Ghost
Zweilous,40,54,55,34,53,47,5,Common,False,Roaring Skies,0.28,Dark
Swalot,44,42,44,39,64,52,1,Common,False,Jungle,0.14,Poison
Timburr,30,34,53,63,40,35,9,Common,False,Shrouded Fable,0.34,Fighting
Togetic,190,103,69,131,120,139,7,Rare Ultra,True,Battle Styles,330.06,Fairy
Monferno,68,68,44,35,24,36,3,Common,False,Sandstorm,0.2,Fire
Mr. Mime,89,75,37,80,71,87,4,Rare,False,Secret Wonders,2.72,Fairy
Poliwag,86,52,64,87,50,75,1,Rare,False,Gym Challenge,1.6,Water
Electrode,32,35,51,46,28,38,6,Common,False,Forbidden Light,0.26,Electric
Latias,65,51,46,56,79,61,5,Uncommon,False,Primal Clash,0.96,Psychic
Meowth,63,52,42,60,64,61,3,Uncommon,False,EX Emerald,0.99,Normal
Marill,95,61,68,77,58,65,6,Rare,False,Crimson Invasion,1.31,Water
Delphox,42,82,29,36,28,42,4,Common,False,Secret Wonders,0.3,Fire
Sylveon,47,46,45,48,76,58,3,Common,False,EX FireRed & LeafGreen,0.16,Fairy
Lucario,63,48,39,69,29,80,1,Common,False,Gym Challenge,0.34,Steel
Vanillite,43,57,40,54,38,46,2,Common,True,Skyridge,0.55,Ice
Rapidash,54,66,32,37,35,42,1,Common,False,Gym Challenge,0.19,Fire
Dragonair,55,50,58,69,70,52,6,Uncommon,False,Forbidden Light,0.47,Dragon
Machoke,30,50,59,32,33,61,4,Common,False,Diamond & Pearl,0.44,Fighting
Luxray,55,34,66,41,47,50,6,Uncommon,False,Crimson Invasion,0.41,Electric
Bergmite,64,61,27,47,45,55,7,Common,False,Sword & Shield,0.15,Ice
Mandibuzz,78,47,55,46,50,49,2,Uncommon,False,Aquapolis,0.57,Dark
Riolu,73,48,69,66,31,48,3,Common,False,Ruby & Sapphire,0.16,Fighting
Whismur GX,53,52,37,45,23,68,2,Common,True,Aquapolis,1.06,Normal
Slurpuff,83,46,39,71,64,50,3,Uncommon,False,EX FireRed & LeafGreen,0.14,Fairy
Ludicolo,49,54,33,63,38,54,5,Common,False,Phantom Forces,0.18,Water
Kyogre,41,62,36,60,36,43,4,Common,False,Great Encounters,0.18,Water
Raikou,169,75,112,67,115,80,1,Rare Holo GX,True,Gym Challenge,23.9,Electric
Bronzong,38,58,39,64,35,79,5,Common,False,Phantom Forces,0.36,Steel
Latios,71,45,41,65,79,66,2,Uncommon,False,Legendary Collection,0.96,Psychic
Houndoom EX,83,64,87,53,85,63,3,Rare,True,EX FireRed & LeafGreen,3.54,Dark
Roserade,64,28,43,57,67,61,5,Uncommon,False,Phantom Forces,0.81,Grass
Mr. Mime,97,52,68,75,83,88,3,Rare,False,Dragon,1.72,Psychic
Ho-Oh,51,46,55,23,75,51,8,Uncommon,False,Obsidian Flames,0.94,Flying
Blastoise,116,87,58,95,65,78,7,Rare Holo,False,Battle Styles,18.33,Water
Magcargo,84,74,47,49,58,55,3,Rare,False,Team Magma vs Team Aqua,1.68,Fire
Tauros,72,85,77,92,70,83,9,Rare Holo,False,Temporal Forces,6.98,Normal
Articuno,96,69,74,75,70,68,8,Rare Holo,False,151,4.02,Ice
Yanma GX,146,91,75,61,94,82,2,Rare Holo EX,True,Neo Destiny,122.27,Flying
Aromatisse,64,58,45,75,66,61,1,Common,False,Base Set 2,0.24,Fairy
Poochyena,68,59,63,52,76,41,2,Uncommon,False,Legendary Collection,1.0,Dark
Pidgey,67,51,63,54,42,55,1,Uncommon,False,Gym Challenge,0.64,Normal
Cherrim,82,61,57,49,87,55,4,Uncommon,False,Majestic Dawn,0.94,Grass
Talonflame,81,65,39,42,55,23,8,Common,False,Scarlet & Violet,0.12,Fire
Shiftry,62,59,39,54,65,65,5,Uncommon,False,Roaring Skies,0.4,Grass
Tepig,48,66,49,29,51,34,5,Common,False,Primal Clash,0.3,Fire
Wartortle,204,94,104,158,98,130,9,Rare Ultra,True,Shrouded Fable,82.56,Water
Dodrio,124,48,63,72,66,42,7,Rare,False,Chilling Reign,2.76,Flying
Spoink,51,15,13,32,59,76,6,Common,False,Ultra Prism,0.22,Psychic
Venomoth,58,38,58,60,68,72,3,Uncommon,True,Team Magma vs Team Aqua,1.24,Poison
Riolu,194,87,115,82,63,79,8,Rare Holo EX,True,Paldea Evolved,107.56,Fighting
Barboach,189,100,120,124,86,103,7,Rare Holo GX,True,Darkness Ablaze,19.6,Ground
Sandslash,38,54,50,52,41,40,7,Common,False,Battle Styles,0.18,Ground
Medicham,181,62,62,93,138,129,1,Rare Holo EX,True,Gym Heroes,96.26,Psychic
Victini,45,74,38,22,52,37,1,Uncommon,True,Gym Challenge,0.8,Fire
Gulpin,56,38,46,37,39,54,3,Common,False,Sandstorm,0.3,Poison
Shellos,58,46,56,59,30,73,9,Uncommon,False,Temporal Forces,0.54,Water
Wailmer,71,56,46,69,51,65,4,Uncommon,False,Secret Wonders,0.52,Water
Blissey,85,54,67,56,65,63,4,Rare,False,Diamond & Pearl,1.78,Normal
Grovyle,96,59,49,89,81,70,1,Rare,False,Base Set 2,0.5,Grass
Zeraora,30,60,48,52,60,41,6,Common,False,Burning Shadows,0.46,Electric
Exeggcute,91,37,38,66,90,76,7,Uncommon,False,Sword & Shield,0.38,Psychic
Mienfoo,76,59,90,61,37,40,5,Uncommon,False,Phantom Forces,0.26,Fighting
Ditto,96,61,57,53,70,68,1,Rare,False,Base Set,3.07,Normal
Slakoth,56,41,65,56,67,30,4,Uncommon,False,Majestic Dawn,0.19,Normal
Morelull EX,99,76,65,82,80,96,3,Rare Holo,True,Dragon,10.68,Fairy
Machop,88,49,93,63,38,65,6,Rare,False,Sun & Moon,3.02,Fighting
Servine,47,33,40,45,53,44,5,Common,False,XY Base,0.15,Grass
Darkrai EX,35,21,61,70,49,47,1,Common,True,Base Set,0.42,Dark
Rotom,31,23,60,55,52,35,1,Common,False,Gym Heroes,0.31,Electric
Dedenne,56,47,77,37,44,27,7,Uncommon,False,Vivid Voltage,0.5,Electric
Throh,51,43,50,59,42,35,8,Common,False,Paldean Fates,0.19,Fighting
Registeel,64,59,35,90,60,72,7,Uncommon,False,Rebel Clash,0.38,Steel
Ledian,210,76,116,97,109,102,5,Rare Ultra,True,Ancient Origins,112.41,Bug
Arbok,73,52,58,77,53,67,5,Uncommon,False,Flashfire,0.33,Poison
Mienfoo,31,40,69,45,25,33,7,Common,False,Darkness Ablaze,0.27,Fighting
Thundurus,67,38,60,47,74,49,8,Uncommon,False,Paldea Evolved,0.71,Electric
Timburr GX,64,58,79,86,46,55,4,Uncommon,True,Secret Wonders,1.08,Fighting
Drifloon,81,44,52,45,100,63,4,Rare,False,Legends Awakened,1.9,Ghost
Vibrava,42,71,71,54,66,59,4,Uncommon,True,Majestic Dawn,1.06,Dragon
Froslass,85,48,70,58,50,74,2,Uncommon,False,Legendary Collection,0.69,Ice
Zeraora,78,59,57,45,61,41,1,Uncommon,False,Fossil,0.63,Electric
Baltoy,38,37,61,48,41,41,2,Common,False,Skyridge,0.51,Ground
Wartortle,123,59,75,84,69,87,2,Rare Holo,False,Expedition,4.7,Water
Tentacool,47,49,44,65,42,75,4,Uncommon,False,Diamond & Pearl,0.9,Water
Kirlia,167,88,85,80,145,127,6,Rare Holo EX,True,Guardians Rising,203.81,Psychic
Hoothoot,67,51,63,50,51,55,7,Uncommon,False,Sword & Shield,0.33,Normal
Croconaw,103,52,76,69,65,90,7,Rare Holo,False,Rebel Clash,5.22,Water
Pidgeot,79,83,54,46,49,40,5,Uncommon,False,Phantom Forces,0.22,Normal
Froslass,90,74,55,85,63,58,4,Rare Holo,False,Mysterious Treasures,4.26,Ice
Zapdos,159,80,127,68,109,106,6,Rare Holo GX,True,Crimson Invasion,34.45,Electric
Haunter,44,67,56,55,82,72,3,Uncommon,False,Team Magma vs Team Aqua,0.93,Ghost
Torchic EX,73,75,50,26,52,45,5,Uncommon,True,XY Base,1.6,Fire
Koffing,66,37,56,48,40,53,1,Common,False,Team Rocket,0.29,Poison
Darmanitan,93,75,54,47,62,56,1,Rare,False,Team Rocket,2.62,Fire
Slowbro,49,32,29,37,69,61,7,Common,False,Sword & Shield,0.16,Psychic
Darmanitan,87,88,61,56,46,55,5,Rare,False,Phantom Forces,2.0,Fire
Rotom V,87,42,70,50,58,37,7,Uncommon,True,Vivid Voltage,2.11,Electric
Mew GX,79,28,55,53,88,70,8,Uncommon,True,Paradox Rift,1.78,Psychic
Ariados,67,29,72,48,62,52,6,Rare,False,Burning Shadows,1.17,Bug
Swinub,137,68,64,78,82,83,7,Rare Holo,False,Rebel Clash,10.25,Ice
Litten,47,64,28,48,47,47,4,Common,False,Diamond & Pearl,0.04,Fire
Dhelmise,124,53,74,70,91,88,3,Rare,False,EX FireRed & LeafGreen,1.83,Ghost
Scorbunny,112,94,62,69,71,58,6,Rare Holo,False,Burning Shadows,7.02,Fire
Quilava,51,65,36,35,35,38,6,Common,False,Sun & Moon,0.28,Fire
Luxray,80,61,72,43,56,64,1,Rare,False,Jungle,3.56,Electric
Infernape,87,87,61,40,75,68,7,Rare,False,Sword & Shield,0.93,Fire
Poliwrath,56,53,24,56,49,57,8,Common,False,Scarlet & Violet,0.18,Water
Pawniard,93,89,62,105,70,99,7,Rare Holo,False,Chilling Reign,5.85,Steel
Floatzel,40,50,40,71,56,40,3,Common,False,Ruby & Sapphire,0.3,Water
Emboar,57,54,54,41,45,58,7,Uncommon,False,Sword & Shield,0.56,Fire
Exeggcute,100,63,56,49,80,63,1,Rare,False,Neo Genesis,0.78,Grass
Liepard,74,54,68,56,81,61,4,Uncommon,False,Mysterious Treasures,0.96,Dark
Claydol,91,69,94,87,68,55,4,Rare,False,Great Encounters,2.17,Ground
Klefki,107,74,46,90,86,98,8,Rare Holo,False,Obsidian Flames,3.75,Fairy
Heracross,61,56,80,99,62,62,1,Rare,False,Gym Challenge,4.8,Fighting
Vullaby EX,30,36,49,27,60,56,4,Common,True,Majestic Dawn,0.45,Dark
Riolu,87,56,81,79,49,52,7,Rare,False,Rebel Clash,1.25,Fighting
Jirachi,34,41,39,38,36,68,5,Common,False,XY Base,0.24,Psychic
Houndoom,47,64,37,29,55,34,6,Common,False,Burning Shadows,0.32,Fire
Ariados,86,81,83,57,59,69,1,Rare,False,Neo Genesis,1.97,Poison
Moltres,52,71,42,48,50,35,8,Common,False,Scarlet & Violet,0.14,Fire
Mankey,213,120,158,139,88,102,1,Rare Ultra,True,Gym Challenge,127.0,Fighting
Magmar EX,99,86,47,61,76,75,8,Rare Holo,True,Obsidian Flames,11.67,Fire
Serperior,98,64,46,96,64,63,5,Rare,False,Flashfire,0.73,Grass
Latias,48,49,17,34,60,60,6,Common,False,Ultra Prism,0.2,Psychic
Clobbopus,36,41,63,45,38,41,8,Common,False,Paradox Rift,0.19,Fighting
Claydol,52,49,44,32,53,65,1,Common,False,Base Set 2,0.23,Psychic
Shiftry,95,61,94,55,72,73,7,Rare,False,Battle Styles,1.11,Dark
Charmeleon,69,63,56,34,74,59,7,Rare,False,Rebel Clash,2.31,Fire
Palossand,30,27,48,29,72,70,3,Common,False,Ruby & Sapphire,0.27,Ghost
Houndour,72,87,71,78,73,52,2,Rare,False,Neo Revelation,0.87,Dark
Kakuna,32,29,60,36,43,52,5,Common,False,XY Base,0.34,Bug
Heliolisk EX,68,51,75,51,66,75,6,Rare,True,Crimson Invasion,5.21,Electric
Braixen GX,165,126,83,75,104,80,7,Rare Holo EX,True,Darkness Ablaze,76.39,Fire
Granbull,98,62,56,40,52,84,3,Uncommon,False,Sandstorm,0.36,Fairy
Donphan,42,44,83,42,47,26,1,Common,False,Neo Discovery,0.25,Ground
Nuzleaf,30,35,42,44,78,46,3,Common,False,Dragon,0.28,Grass
Dragonite,93,77,67,46,67,79,3,Rare,False,Sandstorm,3.64,Flying
Vullaby,52,58,45,47,44,42,7,Common,True,Darkness Ablaze,0.55,Dark
Monferno,167,123,84,69,100,80,3,Rare Holo EX,True,Dragon,52.14,Fire
Pidgeotto,79,43,55,66,48,73,2,Uncommon,False,Neo Destiny,0.52,Normal
Tauros,30,45,46,34,49,41,3,Common,False,EX Emerald,0.18,Normal
Crobat,86,63,73,57,56,76,7,Rare Holo,False,Sword & Shield,6.51,Flying
Mareep V,34,52,60,25,38,42,7,Common,True,Vivid Voltage,0.74,Electric
Shaymin,36,41,42,45,57,32,2,Common,False,Neo Revelation,0.35,Grass
Bellsprout,87,77,79,66,85,64,5,Rare Holo,False,XY Base,7.25,Grass
Totodile,98,70,80,63,54,90,1,Rare,False,Base Set 2,1.71,Water
Volbeat EX,148,65,95,83,80,93,2,Rare Holo EX,True,Neo Destiny,63.98,Bug
Dialga,90,70,47,101,61,93,4,Rare,False,Great Encounters,2.86,Steel
Monferno,87,107,71,42,87,83,7,Rare Holo,False,Chilling Reign,6.13,Fire
Kricketot,104,46,77,51,37,49,3,Uncommon,False,EX FireRed & LeafGreen,0.8,Bug
Krokorok,30,46,41,52,50,38,8,Common,False,Paldea Evolved,0.31,Dark
Electrode,64,50,67,55,56,55,3,Uncommon,False,EX FireRed & LeafGreen,0.15,Electric
Ledian,62,40,47,45,39,39,4,Common,False,Mysterious Treasures,0.22,Bug
Nidoking,73,48,56,64,60,59,5,Uncommon,False,Flashfire,0.73,Poison
Sunkern,42,48,27,59,39,45,1,Common,False,Jungle,0.25,Grass
Kangaskhan,60,67,43,64,68,41,3,Uncommon,False,Team Magma vs Team Aqua,0.74,Normal
Meditite,196,80,80,95,158,142,3,Rare Ultra,True,EX FireRed & LeafGreen,154.99,Psychic
Poliwag EX,90,60,58,90,76,95,2,Rare Holo,True,Aquapolis,17.89,Water
Articuno,35,29,37,11,47,31,5,Common,False,Roaring Skies,0.19,Flying
Cubone GX,62,45,71,67,45,64,7,Uncommon,True,Vivid Voltage,1.16,Ground
Kirlia,69,41,19,27,58,48,4,Common,False,Great Encounters,0.15,Psychic
Shieldon,77,62,71,96,38,56,2,Rare,False,Neo Destiny,0.7,Rock
Darkrai,72,55,73,71,65,72,3,Rare,False,Ruby & Sapphire,0.8,Dark
Croconaw,54,31,48,45,28,37,5,Common,False,Ancient Origins,0.25,Water
Hoothoot,50,40,49,30,26,35,3,Common,False,Sandstorm,0.1,Normal
Zeraora,43,34,62,32,68,33,3,Uncommon,False,Ruby & Sapphire,0.32,Electric
Pumpkaboo,85,51,54,70,93,77,6,Rare Holo,False,Crimson Invasion,7.99,Ghost
Togetic,81,66,66,85,77,99,4,Rare Holo,False,Secret Wonders,16.99,Fairy
Gloom,95,59,59,88,75,67,3,Rare,False,EX Emerald,2.47,Grass
Seviper,35,50,47,42,58,33,1,Common,False,Neo Discovery,0.32,Poison
Bulbasaur,56,46,60,57,62,58,3,Uncommon,False,Ruby & Sapphire,1.4,Grass
Togedemaru EX,121,56,65,54,49,51,3,Rare,True,Sandstorm,1.65,Electric
Omanyte,76,34,67,85,35,63,3,Common,False,EX Emerald,0.31,Rock
Spiritomb,76,61,84,66,68,72,8,Rare,False,Scarlet & Violet,4.61,Dark
Piloswine,85,80,113,73,59,77,2,Rare Holo,False,Legendary Collection,2.33,Ground
Throh,90,58,94,85,51,55,1,Rare,False,Gym Challenge,1.66,Fighting
Abomasnow,64,30,61,43,38,44,7,Common,False,Rebel Clash,0.07,Grass
Mewtwo,70,33,34,34,63,63,5,Common,False,Primal Clash,0.14,Psychic
Arcanine,184,99,89,61,102,71,3,Rare Holo EX,True,Sandstorm,52.88,Fire
Hakamo-o,62,60,70,73,85,68,7,Uncommon,False,Battle Styles,0.95,Dragon
Helioptile,84,30,73,37,47,50,8,Common,False,Scarlet & Violet,0.34,Electric
Croconaw,64,44,65,55,25,66,4,Uncommon,False,Mysterious Treasures,0.74,Water
Hitmonchan,46,55,65,49,30,44,7,Common,False,Rebel Clash,0.34,Fighting
Mimikyu,117,76,62,61,52,82,7,Rare,False,Battle Styles,1.5,Fairy
Caterpie,110,62,49,72,53,76,1,Rare,False,Fossil,1.63,Bug
Swellow EX,53,39,52,22,48,51,5,Common,True,Roaring Skies,0.3,Flying
Cyndaquil,97,90,52,36,60,74,1,Rare,False,Team Rocket,4.13,Fire
Articuno GX,67,37,42,41,43,38,6,Common,True,Forbidden Light,1.02,Flying
Vileplume,39,40,58,44,64,31,7,Common,True,Darkness Ablaze,0.43,Grass
Oddish,64,14,50,44,68,43,8,Common,False,Obsidian Flames,0.42,Grass
Totodile,40,47,45,61,39,52,3,Common,False,EX Emerald,0.52,Water
Skarmory,88,54,39,78,63,70,4,Uncommon,False,Diamond & Pearl,1.5,Steel
Aggron,52,49,41,63,43,69,3,Common,False,Team Magma vs Team Aqua,0.16,Steel
Lunatone,64,41,47,51,81,50,1,Uncommon,False,Fossil,0.51,Psychic
Sliggoo,89,56,83,86,98,66,3,Rare,False,EX Emerald,1.5,Dragon
Torkoal,78,68,63,34,60,62,1,Uncommon,False,Team Rocket,0.27,Fire
Crabominable GX,48,45,69,65,47,53,1,Uncommon,True,Gym Heroes,0.98,Fighting
Skarmory GX,55,60,52,84,48,68,1,Uncommon,True,Base Set,0.46,Steel
Registeel,193,109,110,150,100,140,6,Rare Ultra,True,Forbidden Light,217.37,Steel
Chansey,68,32,46,44,65,47,8,Uncommon,False,Paldean Fates,0.49,Normal
Growlithe,83,72,48,31,42,42,3,Uncommon,False,Team Magma vs Team Aqua,0.7,Fire
